ID,DB_Adj_Close,ETFC_Adj_Close,FBP_Adj_Close,RF_Adj_Close,PNC_Adj_Close,KEY_Adj_Close,JPM_Adj_Close,ITUB_Adj_Close,HBAN_Adj_Close,ING_Adj_Close,FULT_Adj_Close,FITB_Adj_Close,FHN_Adj_Close,FCNCAdj_Close,CSV_Adj_Close
20-05-19,7.303597,47.732059,10.243867,13.891961,126.755859,16.160698,107.86795,7.543525,12.689635,10.854557,16.217033,26.262383,13.61264,444.74353,19.426853
21-05-19,7.392066,48.05899,10.263529,13.978365,127.470032,16.237333,108.236069,7.868595,12.813484,11.000584,16.351933,26.31036,13.641399,443.956482,20.120312
22-05-19,7.215128,47.216888,10.116064,13.834356,127.412125,16.007423,107.354523,7.954642,12.699162,10.737737,16.178493,26.252787,13.526364,446.626556,20.021246
23-05-19,7.107,46.008236,9.840797,13.507939,125.433685,15.825414,105.242699,7.945082,12.441941,10.572242,15.802693,25.926544,13.162082,435.478058,19.991528
24-05-19,7.18,46.414425,9.948938,13.623144,127.363876,16.096432,106.279236,7.916399,12.584843,10.708532,15.918324,26.128048,13.4305,435.717163,20.377884
28-05-19,7.02,45.255299,9.939107,13.38313,125.115189,15.825415,105.126442,8.040689,12.460995,10.620917,15.715971,25.955332,13.257946,430.307312,19.466476
29-05-19,6.92,45.611954,10.05743,13.584743,125.491592,15.951242,104.835831,8.298834,12.489574,10.611181,15.783422,26.14724,13.372982,431.672241,19.000868
30-05-19,6.91,45.522793,9.988408,13.498338,124.121147,15.777019,103.712105,8.404004,12.32762,10.562508,15.513621,25.801805,13.133322,421.759125,18.822548
31-05-19,6.77,44.383484,9.820784,13.277526,122.818275,15.457607,102.646507,8.509171,12.051344,10.474892,15.186004,25.427591,12.855318,418.541138,18.049831
03-06-19,6.73,44.373577,9.958828,13.421534,124.468582,15.757661,103.130867,8.570305,12.222825,10.513832,15.291996,25.494759,13.066219,423.303406,18.198433
04-06-19,7.07,46.255909,10.126452,13.757552,128.743958,16.396484,106.308289,8.656391,12.73727,10.932438,15.76415,26.224003,13.679746,433.784363,18.79283
05-06-19,6.92,46.32526,9.948968,13.603946,129.564301,16.348089,106.686096,8.46509,12.775377,10.815618,15.581072,26.070475,13.535951,437.719696,18.61451
06-06-19,6.75,46.077579,9.712322,13.61364,129.081757,16.396484,106.918602,8.522479,12.73727,10.786412,15.609979,25.993713,13.535951,437.669891,18.564978
07-06-19,6.76,45.631767,9.732043,13.458499,128.242142,16.173862,105.746437,8.656391,12.632476,10.864292,15.503985,25.744236,13.4305,434.232697,18.624416
10-06-19,6.89,46.206375,9.771482,13.565158,129.689758,16.377125,106.889526,8.57987,12.794432,11.068728,15.619615,25.926544,13.622228,443.577881,18.723482
11-06-19,6.98,46.206375,9.909527,14.030583,130.461838,16.686859,107.218903,8.646827,12.899224,11.156343,15.62925,26.300762,13.938577,434.69101,18.43619
12-06-19,6.88,45.067066,9.879946,13.807567,129.41954,16.473917,105.852989,8.570305,12.775377,10.951908,15.532894,26.012905,14.044027,433.027222,18.644228
13-06-19,6.87,45.473259,9.870086,14.049974,129.062439,16.522314,106.114548,8.46509,12.794432,10.854557,15.552164,26.108856,14.02467,428.523926,19.090025
14-06-19,6.79,44.888741,9.820784,14.146938,130.490799,16.599747,106.385788,8.340743,12.861821,10.728003,15.494349,26.28157,14.073064,433.73941,19.337692
17-06-19,6.82,44.750042,9.702461,13.904531,127.913979,16.338408,105.804565,8.340743,12.640397,10.737737,15.349813,25.878569,13.802055,427.805939,19.218811
18-06-19,7.08,45.621861,9.929247,14.418436,129.737991,16.648142,107.247963,8.57987,12.871448,10.981112,15.571435,26.751743,13.995632,430.887329,19.159374
19-06-19,7.17,44.641068,9.870086,14.127545,128.599197,16.415842,106.472984,8.742476,12.727041,11.078464,15.600343,26.185621,13.821413,439.054535,19.218811
20-06-19,7.17,45.027443,9.879946,14.156635,128.261414,16.338408,106.744232,8.914649,12.76555,10.990849,15.359448,26.195213,13.647194,438.625763,19.169281
21-06-19,7.18,45.80019,9.919388,14.185723,128.521988,16.502953,106.017677,8.962474,12.832939,10.825353,15.282362,26.252787,13.889166,434.018616,18.931522
24-06-19,7.1,44.145714,9.870086,14.069367,129.004517,16.551352,105.26207,9.010298,12.890702,10.786412,15.108918,26.080072,13.743981,428.803192,18.802734
25-06-19,7.12,44.056553,9.860226,13.953012,128.705368,16.483597,104.390221,8.847692,12.909956,10.786412,15.137825,25.993713,13.811735,426.818695,18.555069
26-06-19,7.37,43.848499,9.919388,13.991796,128.975601,16.619104,105.0877,9.029428,12.948464,11.049258,15.205276,26.156832,14.082743,429.880157,18.555069
27-06-19,7.54,44.571716,10.698345,14.137242,129.959991,16.783651,105.43644,8.991167,13.141006,11.302369,15.600343,26.418209,14.237604,435.693939,18.644228
28-06-19,7.63,44.185341,10.885689,14.486309,132.488525,17.180496,108.303879,9.010298,13.304667,11.263429,15.901471,27.00872,14.45054,449.016724,18.832455
01-07-19,7.64,45.225582,10.747645,14.612362,134.920609,17.267609,110.125084,8.994882,13.304667,11.273164,15.998608,27.415304,14.421502,451.948578,18.49563
02-07-19,7.59,45.136417,10.658904,14.408738,134.717896,17.103064,110.241341,8.937468,13.112125,11.195284,15.746049,26.824789,14.18921,448.518127,18.664042
03-07-19,7.81,45.106693,10.816668,14.612362,135.760223,17.219213,110.065735,8.985312,13.314295,11.321839,15.901471,27.202333,14.402145,451.958527,18.773016
05-07-19,8.03,45.720932,10.885689,14.748111,136.628815,17.422474,110.719376,9.301093,13.40094,11.467864,16.095745,27.444345,14.547328,457.503052,18.842361
08-07-19,7.54,44.690601,10.93499,14.670539,135.827774,17.238569,110.11451,9.320229,13.218023,11.234223,15.843185,27.163609,14.382787,452.407288,18.28759
09-07-19,7.28,44.878834,10.89555,14.845075,135.876007,17.267609,110.582794,9.348937,13.33355,11.156343,15.852902,27.35722,14.52797,452.14801,18.05974
10-07-19,7.4,44.135807,10.836388,14.602666,135.161865,17.044987,110.260849,9.415918,13.208397,11.234223,15.687767,26.757025,14.27632,449.964111,18.396564
11-07-19,7.48,44.839203,10.95471,14.767503,136.522659,17.257927,111.314484,9.435055,13.343176,11.409454,15.726623,27.153929,14.469896,459.557343,18.208338
12-07-19,7.67,45.32465,10.974431,14.757807,137.227173,17.296646,112.485184,9.329798,13.352804,11.351044,15.979181,27.299139,14.615081,459.178375,18.406469
15-07-19,7.77,45.215672,10.757506,14.525095,135.30661,17.025631,111.119362,9.195833,13.169889,11.341309,15.726623,26.921597,14.324714,448.767426,18.49563
16-07-19,7.97,45.968609,10.856109,14.486309,133.91687,16.822365,112.309586,9.205399,13.189143,11.380249,15.843185,26.960318,15.282921,453.733582,18.327219
17-07-19,7.88,45.29493,10.668763,14.263294,134.804764,16.580387,111.207169,9.253245,13.083244,11.195284,15.988894,26.698944,15.370031,452.138031,18.138992
18-07-19,7.93,46.077579,10.846247,14.340865,135.14537,16.75461,111.87056,9.511608,13.246906,11.234223,16.251165,26.921597,15.486177,454.730804,18.030022
19-07-19,7.72,46.909775,10.836388,14.670539,135.096695,16.890121,110.768158,9.262815,13.362431,10.990849,16.15403,27.047445,15.437782,458.231049,17.921045
22-07-19,7.8,47.157452,10.599742,14.660844,135.816818,16.812689,111.480331,9.425488,13.275786,11.020053,16.095745,26.931276,15.399068,449.844452,18.267778
23-07-19,7.95,48.177876,10.639184,15.097178,136.896942,17.393435,113.519302,9.435055,13.554973,11.175814,16.290022,28.315596,15.495856,456.505829,18.297497
24-07-19,7.92,49.25774,10.50114,15.465638,137.52948,17.84836,113.977837,9.415918,13.805279,11.214754,16.707714,28.712498,15.689433,461.103027,18.604603
25-07-19,7.9,48.653412,10.599742,15.242623,137.052658,17.538626,112.885178,9.081003,13.872668,11.282899,16.406586,28.61569,15.573286,459.178375,18.763109
26-07-19,7.93,49.039787,10.777226,15.552906,138.959946,17.916111,113.382729,9.281952,14.065209,11.253695,16.668859,29.080359,15.863652,465.41098,18.971148
29-07-19,7.83,48.4949,10.451838,15.329889,138.142548,17.751566,113.021767,9.281952,13.79565,11.146608,16.445442,28.818983,15.757185,455.877594,19.169281
30-07-19,7.75,48.504807,10.668763,15.562601,138.103622,17.94515,112.768105,8.956605,13.901548,10.893497,16.610579,28.925468,16.15402,464.393829,19.278252
31-07-19,7.81,48.336384,10.609603,15.446246,139.057251,17.780603,113.168098,8.755656,13.718634,10.805883,16.513439,28.741539,15.873332,465.720093,18.941429
01-08-19,7.61,46.563026,10.234915,14.767503,134.542038,16.764294,110.182808,8.701941,13.06399,10.270456,16.076317,27.463707,15.360353,449.844452,22.131355
02-08-19,7.89,45.651585,10.047569,14.864466,134.250122,16.648142,110.17305,8.596636,12.977346,10.027081,15.911183,27.308817,15.37971,444.658905,21.715275
05-08-19,7.65,42.798355,9.712322,14.117849,129.345642,15.922206,106.895073,8.357309,12.447855,9.783705,15.425494,26.118113,15.021593,431.615295,22.289858
06-08-19,7.63,43.719711,9.554558,14.302079,130.766388,16.115788,107.734077,8.529625,12.573008,9.842114,15.600342,26.389164,15.253885,435.883392,22.131355
07-08-19,7.47,42.194031,9.544699,14.040278,126.270615,15.64151,105.39267,8.826391,12.322703,9.83238,15.444921,25.692167,15.253885,433.868988,22.042194
08-08-19,7.66,42.808266,9.751762,14.27299,128.051407,15.98996,107.178001,8.950844,12.515244,9.87132,15.804333,25.982584,15.495856,443.741486,22.388926
09-08-19,7.53,41.827473,9.722182,14.224509,128.781235,15.941564,107.060913,8.874256,12.515244,9.73,15.726623,25.885778,15.457141,443.801331,22.314381
12-08-19,6.95,40.757511,9.455956,13.865746,125.180725,15.680228,105.051216,8.481759,12.274567,9.48,15.474063,25.246861,15.099023,439.224091,22.085768
13-08-19,7.21,41.510445,9.6433,13.836657,127.233986,15.922206,106.670685,8.615782,12.418973,9.7,15.561488,25.595362,15.244205,442.175842,21.718004
14-08-19,6.69,39.994667,9.288333,13.24518,121.268837,15.486644,102.241524,8.319017,11.976126,9.3,15.231219,24.695072,14.837693,430.897308,22.046011
15-08-19,6.44,39.875786,9.229171,13.157913,121.385605,15.409211,102.631752,8.386028,11.956872,9.24,15.104939,24.414335,14.740906,429.999847,21.867096
16-08-19,6.94,40.850063,9.455956,13.662121,123.584831,15.902847,105.09024,8.397774,12.447855,9.51,15.46435,24.849958,15.089343,443.212982,22.354137
19-08-19,7.05,41.267609,9.534838,13.826959,124.908257,16.009317,106.03656,8.211809,12.611516,9.42,15.561488,25.091972,15.263564,445.955322,22.51317
20-08-19,6.97,41.029011,9.416515,13.574856,122.806343,15.738301,104.690247,8.202023,12.418973,9.36,15.357498,24.598263,15.060308,445.686035,22.065889
21-08-19,7.01,41.148312,9.455956,13.700908,122.611725,15.854451,104.982918,8.309684,12.447855,9.33,15.386641,24.733791,15.224849,444.459442,21.698124
22-08-19,7.17,41.068783,9.524978,13.817264,123.020424,16.038357,106.065826,8.094358,12.4286,9.5,15.357498,24.956444,15.244205,447.790161,21.380058
23-08-19,6.97,39.865845,9.209451,13.371232,119.779976,15.467285,103.431732,7.879031,11.985753,9.28,14.871809,24.278807,14.828014,432.02417,20.863197
26-08-19,7.07,40.124325,9.317912,13.603945,120.76281,15.628862,104.260994,7.830092,12.149414,9.42,15.153509,24.598263,15.002234,437.867889,21.389997
27-08-19,7.13,39.408527,9.17001,13.42941,120.792,15.481975,103.158569,7.888818,12.091653,9.39,14.881522,24.491777,14.866731,426.120667,20.83338
28-08-19,7.16,40.02491,9.259039,13.671819,123.15667,15.814919,104.192696,7.986693,12.390093,9.35,15.134081,24.946764,15.002234,433.779266,21.002354
29-08-19,7.22,41.198017,9.437098,14.030583,124.849876,16.108696,106.553619,8.064995,12.727041,9.48,15.425494,25.469515,15.321636,442.814056,20.972536
30-08-19,7.25,41.496269,9.476666,14.176027,125.462921,16.255585,107.178001,8.064995,12.755922,9.55,15.493491,25.605042,15.321636,443.362549,21.141508
03-09-19,7.3,40.770531,9.21947,13.826959,123.351288,15.883467,105.909729,7.755556,12.39972,9.5,15.066085,24.917725,14.905445,433.190918,21.002354
04-09-19,7.48,41.376965,9.249147,14.001493,125.11261,16.059732,107.187744,7.902441,12.56338,9.63,15.163221,25.121016,15.12806,438.276703,20.952656
05-09-19,7.82,42.669376,9.49645,14.516075,128.022202,16.686455,109.626717,8.108079,13.035109,9.93,15.503204,25.895458,15.447461,451.828888,21.181265
06-09-19,7.85,42.669376,9.397529,14.555281,128.177902,16.451433,109.860855,8.401854,13.035109,10,15.279788,25.90514,15.428103,447.710358,21.061991
09-09-19,8.13,43.464706,9.605264,15.143373,132.625015,17.303383,112.582748,8.597698,13.641618,10.31,15.571201,26.650541,15.80558,458.739594,21.260782
10-09-19,8.3,43.842484,9.77343,15.692258,134.181976,17.744045,114.016861,8.431231,13.834159,10.6,15.804333,27.028082,15.834617,466.368347,21.7677
11-09-19,8.29,44.369396,9.981165,15.917694,132.342804,17.626535,114.329048,8.470398,14.065209,10.62,16.124889,26.902235,15.970121,470.187653,22.403835
12-09-19,8.32,44.568226,10.010841,15.927496,133.481354,17.655912,115.031471,8.460608,14.103718,10.64,16.26088,27.134569,16.067736,476.440186,22.314381
13-09-19,8.45,45.045422,10.070194,16.025511,135.534607,17.890936,117.29483,8.548738,14.199989,10.85,16.484297,27.473387,16.067736,479.783661,22.552931
16-09-19,8.23,45.592213,9.921811,16.113726,136.721802,17.95948,116.250954,8.362683,14.219441,10.67,16.406586,27.599234,15.852981,478.336487,22.364077
17-09-19,8.19,44.896297,9.902028,15.937297,135.495697,17.753838,115.675354,8.460608,14.15136,10.58,16.26088,27.279778,15.862741,476.270569,22.503229
18-09-19,8.06,45.065308,9.832782,16.025511,137.402969,17.832178,116.836304,8.382268,14.190264,10.48,16.280306,27.386263,15.970121,481.360565,22.274622
19-09-19,8.07,44.806824,9.793214,15.800076,137.208374,17.675499,116.465576,8.137459,14.073552,10.58,16.18317,27.057125,15.931073,475.072876,22.085768
20-09-19,7.99,44.647758,9.941597,15.64325,137.091583,17.401308,115.997299,8.166835,14.005468,10.69,16.018036,26.940958,15.931073,473.296356,21.628548
23-09-19,7.79,44.588104,9.842674,15.731463,137.402969,17.420893,115.977783,8.078704,14.054099,10.54,16.134602,26.834473,15.91155,475.052917,21.459574
24-09-19,7.58,43.703304,9.743753,15.535435,136.497986,17.283798,114.46563,8.019949,13.820675,10.33,15.833472,26.573097,15.765123,470.611572,21.151447
25-09-19,7.58,43.86237,9.981165,15.721663,136.536896,17.52861,115.11927,8.147249,13.976291,10.36,15.998608,26.776388,15.970121,477.667816,21.568911
26-09-19,7.42,41.754749,9.872351,15.57464,136.332565,17.4111,114.172951,8.343099,13.859578,10.36,15.843185,26.515011,15.940836,472.078705,21.171326
27-09-19,7.56,43.017334,9.852568,15.64325,136.614746,17.489441,114.846107,8.343099,13.95684,10.43,15.872329,26.837296,15.90179,472.986938,20.783682
30-09-19,7.5,43.434879,9.872351,15.506029,136.390945,17.469856,114.816841,8.235383,13.879031,10.45,15.842954,26.739634,15.813934,470.6315,20.316523
01-10-19,7.25,36.296806,9.644832,15.12377,133.510529,17.019398,112.72908,8.062954,13.53862,10.3,15.480661,25.850916,15.560129,466.799011,20.495436
02-10-19,7.19,34.994457,9.536019,14.859128,132.050873,16.696245,110.485229,7.876811,13.295469,9.99,15.470869,25.333313,15.521082,462.197998,20.793621
03-10-19,7.15,35.44183,9.536019,14.927738,133.053177,16.755001,110.327896,7.867013,13.402455,10.02,15.382744,25.470037,15.462513,460.840637,20.624649
04-10-19,7.19,36.18745,9.852568,15.084563,136.692612,16.911682,112.71756,8.062954,13.53862,10.12,15.549202,25.880217,15.677269,464.204071,20.485495
07-10-19,7.09,37.002663,9.931704,15.074762,136.186584,16.921476,112.47171,7.827826,13.460812,10.1,15.431703,25.675127,15.511321,466.689209,20.495436
08-10-19,6.92,36.465816,9.595371,14.594486,132.51796,16.392677,109.964027,7.778841,13.130127,9.94,14.991076,24.854773,15.228232,461.599182,20.843319
09-10-19,6.94,37.420208,9.674508,14.61409,132.887756,16.441641,110.760582,7.906201,13.19821,10.01,15.098785,25.05986,15.169662,464.882782,20.733986
10-10-19,7.13,38.742443,9.832782,14.810121,134.697739,16.833344,112.314362,7.906201,13.353825,10.44,15.275036,25.567699,15.403942,467.08847,21.181265
11-10-19,7.46,39.249462,10.020733,15.12377,136.624481,17.038984,114.212326,8.092347,13.606702,10.8,15.500243,26.222031,15.550367,474.074829,21.171326
14-10-19,7.55,39.100346,10.000949,15.084563,136.741272,17.225044,114.517181,8.102143,13.645606,10.89,15.392535,26.358755,15.530845,472.328247,21.201145
15-10-19,7.78,39.617302,10.030625,15.300196,138.054947,17.4111,117.968925,8.082548,13.859578,11.08,15.549202,26.739634,15.765123,478.346497,21.360178
16-10-19,7.84,38.782207,10.050409,15.221785,138.78096,17.322968,117.693573,8.190315,13.810948,11.32,15.607953,26.534544,15.198947,479.903442,20.952656
17-10-19,7.9,38.812035,10.119654,15.231586,139.958221,17.146702,118.352448,8.092347,13.791497,11.3,15.803785,26.44665,15.042759,482.25885,21.360178
18-10-19,7.92,40.611462,10.129547,15.457022,140.801926,17.401308,118.558968,8.102143,13.801223,11.39,16.048578,26.690804,15.179424,483.696045,21.3403
21-10-19,8.08,40.750648,10.139439,15.751067,142.773865,17.753838,121.499344,8.190315,13.966565,11.55,16.332539,27.364664,15.384419,487.748138,21.54903
22-10-19,7.91,40.233685,10.446095,15.898089,142.705185,17.753838,122.718758,8.513618,14.034648,11.52,16.410872,27.638115,15.569891,493.387146,21.260782
23-10-19,7.99,40.651234,10.396634,15.956901,143.597946,17.851763,123.043282,8.768341,14.073552,11.56,16.479414,27.608818,15.657747,492.279297,21.330359
24-10-19,7.9,40.661175,10.23836,15.858886,142.842545,17.802803,122.954773,8.817324,13.937387,11.49,16.430456,27.530689,15.647985,492.039764,21.469515
25-10-19,7.97,40.810295,10.663722,16.074518,143.892273,17.822388,123.938171,8.905499,14.083277,11.52,16.616497,28.370575,15.765123,494.97403,21.867096
28-10-19,8.05,41.665276,10.752751,16.192137,144.971436,17.998652,124.41021,9.081847,14.180537,11.55,16.81233,28.751453,15.862741,496.06192,22.642387
29-10-19,7.98,41.466442,10.742859,16.143127,145.481583,18.0672,124.331543,8.934889,14.063825,11.53,16.949413,28.937008,15.960359,499.135895,26.399551
30-10-19,7.36,42.102703,10.653831,15.947099,144.951813,17.890936,123.643158,8.993674,13.820675,11.33,16.880871,28.595196,15.79441,498.127899,26.001966
31-10-19,7.25,41.545975,10.406527,15.780473,143.921707,17.597157,122.846596,8.846716,13.742867,11.33,16.70462,28.399874,15.589415,490.961853,25.604383
01-11-19,7.39,42.30154,10.525232,16.22154,145.991745,17.910521,125.678802,8.879591,13.947113,11.43,17.027748,28.868647,15.92131,495.133728,26.141121
04-11-19,7.66,43.086926,10.564801,16.652809,147.169022,18.566616,126.68187,8.840388,14.297249,11.6,17.106081,29.376486,16.438681,498.906372,25.475168
05-11-19,7.61,43.275814,10.60437,16.858643,148.169708,18.791847,126.957222,9.007002,14.462591,11.77,17.194208,29.640171,16.868195,502.469421,25.435411
06-11-19,7.65,43.176399,10.643938,16.72142,148.836823,18.733089,127.153908,8.781582,14.501495,11.77,17.243166,29.7183,16.760817,501.321625,24.888735
07-11-19,7.76,43.35593,10.653831,16.574396,150.171082,18.899563,127.842285,8.742378,14.569577,12.08,17.321499,29.796429,16.526537,513.218384,25.342342
08-11-19,7.63,43.365902,10.584584,16.544991,149.317535,18.958319,128.215973,8.507158,14.569577,11.92,17.350874,29.845259,16.633917,510.304077,24.794024
11-11-19,7.61,43.086636,10.545016,16.437174,149.572617,18.80164,127.763603,8.53656,14.520948,11.91,17.145248,29.425314,16.399633,516.851318,24.225763
12-11-19,7.63,43.565376,10.624153,16.358763,149.415649,18.80164,127.016228,8.369946,14.501495,11.89,17.135456,29.405785,16.292257,514.645691,24.63451
13-11-19,7.28,42.637817,10.495555,16.08432,147.963684,18.488277,126.347511,8.291539,14.268072,11.66,16.968998,29.112799,16.243446,506.820923,24.325459
14-11-19,7.21,43.565376,10.446095,16.113726,146.197769,18.478485,126.465523,8.271936,14.287523,11.6,16.910248,29.083502,16.126308,513.897156,24.425154
15-11-19,7.31,44.832047,10.386743,16.192137,148.00293,18.57641,127.380074,8.389546,14.384784,11.69,16.74379,29.366718,15.90179,513.158508,24.235733
18-11-19,7.35,45.021545,10.307605,16.250946,148.836823,18.57641,128.451996,8.242534,14.326427,11.66,16.57733,29.151865,15.872503,513.168518,24.295551
19-11-19,7.35,44.881912,10.327389,16.192137,148.846634,18.713507,128.412643,8.134725,14.384784,11.72,16.557747,29.171398,15.862741,517.65979,24.056282
20-11-19,7.3,45.739658,10.277929,16.08432,148.905502,18.684128,127.478432,8.115122,14.258346,11.51,16.596914,29.063969,15.862741,514.475952,24.12607
21-11-19,7.38,41.47089,10.287821,16.162731,148.8172,18.703714,127.773438,8.242534,14.287523,11.56,16.69483,29.083502,15.638224,512.539734,23.916712
22-11-19,7.36,42.268791,10.23836,16.339159,149.955231,18.860394,128.619171,8.31114,14.452866,11.63,16.733997,29.396019,15.657747,514.65564,23.607658
25-11-19,7.38,43.784801,10.545016,16.505785,150.494797,19.017073,129.307556,8.164127,14.501495,11.64,16.949413,29.620638,15.765123,519.685852,23.966558
26-11-19,7.29,43.854618,10.307605,16.260748,149.994476,18.889772,129.484558,7.948508,14.365333,11.54,16.890665,29.522978,15.696793,519.077026,23.976526
27-11-19,7.36,44.373253,10.416943,16.40777,150.386887,19.046453,129.868088,7.997511,14.511223,11.6,16.929831,29.581573,15.706554,519.685852,23.677444
29-11-19,7.21,44.18375,10.436823,16.309753,150.308411,18.987694,129.573059,7.97791,14.482044,11.52,16.80254,29.483913,15.696793,518.787537,23.976526
02-12-19,7.19,44.443069,10.347364,16.280352,149.1017,18.844336,129.287872,8.187421,14.423687,11.45,16.724205,29.405785,15.560129,517.140808,24.275612
03-12-19,7.06,44.253567,10.188327,16.09412,146.904144,18.557617,127.625931,8.197227,14.248619,11.27,16.557356,28.800285,15.32585,513.158508,25.322403
04-12-19,7.17,45.141228,10.218146,16.348961,148.483643,18.873997,130.143448,8.442358,14.44314,11.47,16.724207,28.976074,15.374657,515.563843,26.409073
05-12-19,7.18,45.370628,10.287726,16.50231,149.317535,19.081619,130.851501,8.510996,14.482044,11.49,16.773279,29.171398,15.511321,519.486206,26.249563
06-12-19,7.22,45.689789,10.357305,16.858475,150.897049,19.437548,132.79863,8.461968,14.793277,11.57,16.940128,29.542511,15.628461,521.941406,25.980387
09-12-19,7.21,45.420498,10.387124,16.888155,150.789139,19.417772,132.179077,8.628659,14.861358,11.63,16.989201,29.522978,15.647985,517.130798,26.917515
10-12-19,7.19,45.250942,10.506402,16.818901,152.653152,19.48698,132.267593,8.48158,14.948894,11.53,17.018644,29.728065,15.813934,520.284607,26.997271
11-12-19,7.26,44.812096,10.407003,16.660604,152.064514,19.42766,131.952896,8.422749,14.793277,11.58,16.930315,29.630405,15.813934,520.574097,27.396049
12-12-19,7.57,45.90921,10.546161,17.234426,155.988754,20.159286,135.729172,8.510996,15.172591,11.92,17.371975,30.75351,16.286579,532.061584,27.535622
13-12-19,7.48,45.031521,10.486523,16.987089,155.635574,19.833021,134.539246,8.636693,14.929441,11.96,17.332716,30.24567,16.119184,529.265015,28.173666
16-12-19,7.69,45.580078,10.615741,17.056343,155.988754,19.882456,135.06044,8.597435,14.919715,12.02,17.430861,30.196838,16.168417,529.135193,27.635315
17-12-19,7.81,45.580078,10.874175,17.24432,157.322998,20.129627,135.886505,8.636693,15.057224,12.19,17.597712,30.577717,16.375198,534.079163,27.246508
18-12-19,7.75,45.550152,10.655499,17.145386,157.018875,20.080193,135.748825,8.813353,15.027759,12.16,17.499565,30.470291,16.43428,529.364868,27.116905
19-12-19,7.89,45.809471,10.635619,17.115704,156.508728,19.991211,135.070297,8.823167,14.890249,12.09,17.391603,30.274969,16.473667,529.454773,26.65831
20-12-19,7.77,45.580078,10.764837,17.066238,156.793228,20.169174,134.962112,8.666136,14.880426,12.01,17.519194,30.421459,16.503208,532.041626,26.279472
23-12-19,7.67,45.600025,10.556101,16.987089,156.508728,20.020872,134.922775,8.783911,14.850961,11.98,17.36216,30.226139,16.335814,532.740845,26.139898
